disbursement_id,authorization_id,beneficiary_id,pillar_id,period,date,amount_paid,channel,disbursing_account,processed_by
DISB-000131,AUTH-000132,BEN-0011,Plus,2025-11,2025-11-08,7960,bank,615-366-7652x775,PAY-001
DISB-001234,AUTH-001300,BEN-0115,Plus,2025-04,2025-04-27,8107,mobile_money,001-911-203-9240x5147,PAY-004
DISB-000071,AUTH-000072,BEN-0006,Vocational,2025-07,,10198,bank,(752)981-6850x5423,PAY-002
DISB-001128,AUTH-001190,BEN-0104,Plus,2025-02,2025-02-15,7867,mobile_money,780.577.4064x9308,PAY-001
DISB-000628,AUTH-000673,BEN-0060,Plus,2025-08,2025-08-14,8078,bank,001-687-920-5061,PAY-004
DISB-001419,AUTH-001495,BEN-0131,Tech,2025-10,10/10/2025,11946,mobile_money,296-457-0132,PAY-001
DISB-000674,AUTH-000722,BEN-0063,Tech,2025-12,2025-12-29,12043,bank,202.946.2996x0653,PAY-004
DISB-000009,AUTH-000009,BEN-0001,Tech,2026-03,2026-04-06,11778,bank,876-379-7643x815,PAY-001
DISB-001383,AUTH-001458,BEN-0128,Tech,2026-03,2026-03-16,11932,mobile_money,585.485.4249,PAY-003
DISB-002162,AUTH-002270,BEN-0200,Vocational,2025-11,2025-11-22,10007,mobile_money,623.420.0249x685,PAY-002
DISB-000676,AUTH-000724,BEN-0064,Tech,2025-03,2025-04-10,12203,mobile_money,001-278-450-8214x8628,PAY-002
DISB-000635,AUTH-000680,BEN-0060,Plus,2026-06,2026-06-30,8067,bank,001-687-920-5061,PAY-002
DISB-001319,AUTH-001391,BEN-0122,Vocational,2026-04,2026-05-10,9877,bank,209.940.7778,PAY-003
DISB-001389,AUTH-001464,BEN-0129,Tech,2025-03,2025-04-21,12157,bank,817.447.7332x945,PAY-003
DISB-001907,AUTH-002002,BEN-0175,Vocational,2025-02,2025-02-16,10186,bank,(774)856-4494,PAY-004
DISB-001573,AUTH-001652,BEN-0144,Scholarship,2025-07,2025-07-20,15113,bank,556-908-3318x1958,PAY-002
DISB-001447,AUTH-001524,BEN-0133,Scholarship,2025-05,2025-05-15,15039,bank,(867)996-9278,PAY-001
DISB-001808,AUTH-001895,BEN-0165,Tech,2025-12,17/01/2026,12203,bank,583-344-0496,PAY-002
DISB-000352,AUTH-000370,BEN-0032,Vocational,2025-09,2025-09-24,9819,mobile_money,001-234-410-1666x870,PAY-004
DISB-002095,AUTH-002199,BEN-0193,Tech,2026-04,2026-05-01,11895,mobile_money,4636048913,PAY-003
DISB-001424,AUTH-001500,BEN-0131,Tech,2025-09,2025-09-22,11803,mobile_money,296-457-0132,PAY-003
DISB-000016,AUTH-000017,BEN-0002,Scholarship,2025-09,2025-10-07,15043,bank,988.351.6060,PAY-001
DISB-000549,AUTH-000587,BEN-0052,Vocational,2025-06,2025-07-11,10150,bank,356-455-7431x329,PAY-002
DISB-001685,AUTH-001767,BEN-0154,Plus,2026-01,2026-02-04,7946,mobile_money,(854)878-1376x742,PAY-003
DISB-002036,AUTH-002140,BEN-0187,Tech,2025-09,2025-10-10,11970,bank,688-548-5200,PAY-004
DISB-001372,AUTH-001447,BEN-0127,Vocational,2026-01,2026-01-29,10042,mobile_money,923.207.6810x40915,PAY-001
DISB-001405,AUTH-001480,BEN-0129,Tech,2025-06,2025-06-29,11819,mobile_money,817.447.7332x945,PAY-002
DISB-000689,AUTH-000737,BEN-0065,Plus,2025-09,2025-09-17,8007,bank,540-560-2933,PAY-003
DISB-000654,AUTH-000700,BEN-0062,Tech,2025-07,2026-03-07,11943,bank,249.854.5089x2038,PAY-004
DISB-000858,AUTH-000907,BEN-0079,Plus,2025-05,2025-05-18," KES 8,024 ",bank,880.557.1983,PAY-002
DISB-002160,AUTH-002268,BEN-0200,Vocational,2025-02,2025-03-05,10050,mobile_money,623.420.0249x685,PAY-002
DISB-001233,AUTH-001299,BEN-0114,Scholarship,2025-08,2025-09-13,14983,bank,516-586-2278x376,PAY-003
DISB-000343,AUTH-000361,BEN-0032,Vocational,2025-07,2025-07-17,10079,mobile_money,001-234-410-1666x870,PAY-001
DISB-001814,AUTH-001901,BEN-0166,Plus,2025-12,,6714,bank,001-273-574-8969,PAY-003
DISB-000504,AUTH-000542,BEN-0049,Scholarship,2025-03,2025-03-20,15073,mobile_money,001-710-256-4814x9177,PAY-002
DISB-001675,AUTH-001757,BEN-0153,Vocational,2025-02,2025-03-02,9894,bank,317-702-8140x69375,PAY-002
DISB-001904,AUTH-001999,BEN-0175,Vocational,2025-05,2025-06-17,10165,mobile_money,(774)856-4494,PAY-003
DISB-000212,AUTH-000221,BEN-0018,Tech,2025-08,2025-09-01," KES 11,843 ",mobile_money,478.549.9121x65585,PAY-003
DISB-000511,AUTH-000549,BEN-0049,Scholarship,2025-08,2025-08-24,14852,bank,001-710-256-4814x9177,PAY-004
DISB-000046,AUTH-000047,BEN-0004,Plus,2025-09,2025-09-17,7191,bank,001-205-781-4770,PAY-001
DISB-001180,AUTH-001244,BEN-0110,Vocational,2026-05,2026-05-11,10016,bank,001-365-309-4801x4138,PAY-003
DISB-000194,AUTH-000202,BEN-0016,Vocational,2026-05,2026-05-21,9831,bank,+1-464-771-0276x77359,PAY-003
DISB-002070,AUTH-002174,BEN-0190,Plus,2025-12,2025-12-12,7977,bank,001-449-975-6792,PAY-003
DISB-001586,AUTH-001666,BEN-0145,Vocational,2025-07,2025-08-02,9825,bank,(707)881-1379,PAY-001
DISB-000907,AUTH-000961,BEN-0084,Scholarship,2025-12,2026-01-02,14795,mobile_money,891-647-6607x2832,PAY-003
DISB-001438,AUTH-001515,BEN-0132,Scholarship,2026-05,2026-05-23,15210,mobile_money,8365965666,PAY-002
DISB-001084,AUTH-001146,BEN-0099,Scholarship,2025-01,2025-02-08,14761,bank,872-592-9314x386,PAY-001
DISB-000512,AUTH-000550,BEN-0050,Scholarship,2025-07,2025-07-19," KES 14,791 ",mobile_money,265.441.9518,PAY-001
DISB-001475,AUTH-001552,BEN-0135,Vocational,2025-05,2025-06-01,9910,bank,+1-249-640-7929x049,PAY-001
DISB-001584,AUTH-001664,BEN-0145,Vocational,2025-04,2025-05-09,8914,bank,(707)881-1379,PAY-002
DISB-000954,AUTH-001012,BEN-0089,Vocational,2025-08,2025-09-08,10105,mobile_money,(566)859-1846,PAY-003
DISB-001050,AUTH-001112,BEN-0097,Scholarship,2025-09,2025-09-20," KES 14,861 ",mobile_money,723-473-3343x333,PAY-004
DISB-000810,AUTH-000858,BEN-0075,Scholarship,2025-10,2025-10-27,15137,bank,986.363.1779,PAY-001
DISB-002137,AUTH-002244,BEN-0197,Plus,2025-03,2025-03-24,6636,bank,+1-894-887-0605,PAY-002
DISB-001894,AUTH-001989,BEN-0174,Plus,2025-08,2025-08-20,7935,mobile_money,+1-736-269-4118x00537,PAY-003
DISB-001599,AUTH-001679,BEN-0146,Scholarship,2025-12,2025-12-24,14818,bank,(652)473-5435x2090,PAY-001
DISB-000494,AUTH-000530,BEN-0048,Tech,2025-05,2025-05-26,12186,bank,(761)888-9241x41832,PAY-003
DISB-001253,AUTH-001319,BEN-0116,Plus,2026-02,2026-02-25,8111,bank,+1-301-764-5104x6368,PAY-002
DISB-001671,AUTH-001753,BEN-0152,Vocational,2025-08,2025-08-29,10059,bank,722-422-3105x9274,PAY-002
DISB-000900,AUTH-000953,BEN-0083,Plus,2026-04,2026-05-18,8091,mobile_money,(607)350-1102,PAY-003
DISB-001425,AUTH-001501,BEN-0131,Tech,2025-03,2025-03-17,12083,mobile_money,296-457-0132,PAY-004
DISB-000803,AUTH-000851,BEN-0075,Scholarship,2025-01,2025-01-25,14933,mobile_money,986.363.1779,PAY-003
DISB-001698,AUTH-001780,BEN-0155,Vocational,2025-07,2025-07-22,9898,mobile_money,001-647-687-3002,PAY-001
DISB-001946,AUTH-002041,BEN-0178,Plus,2026-05,26/05/2026,8048,mobile_money,521-947-6492x5158,PAY-003
DISB-001934,AUTH-002029,BEN-0177,Scholarship,2025-06,2025-06-23,11474,bank,(701)277-7490,PAY-002
DISB-000445,AUTH-000470,BEN-0042,Vocational,2025-09,2025-10-03,10018,mobile_money,591-848-5807,PAY-001
DISB-001440,AUTH-001517,BEN-0132,Scholarship,2025-12,2026-01-07," KES 15,015 ",mobile_money,8365965666,PAY-003
DISB-000328,AUTH-000345,BEN-0030,Scholarship,2026-04,2026-05-11,15137,mobile_money,(504)789-9642,PAY-002
DISB-001533,AUTH-001612,BEN-0140,Plus,2025-06,2025-06-25,8068,mobile_money,(542)256-9087x7661,PAY-004
DISB-001262,AUTH-001328,BEN-0117,Vocational,2026-01,2026-02-04,10050,mobile_money,584.404.6084,PAY-004
DISB-001597,AUTH-001677,BEN-0146,Scholarship,2025-04,2025-05-02,15171,mobile_money,(652)473-5435x2090,PAY-002
DISB-000010,AUTH-000010,BEN-0001,Tech,2025-12,2026-01-07,10355,mobile_money,876-379-7643x815,PAY-002
DISB-002125,AUTH-002231,BEN-0196,Vocational,2025-09,2025-10-04,10110,mobile_money,+1-543-837-5047x930,PAY-001
DISB-000216,AUTH-000226,BEN-0018,Tech,2025-05,2025-06-02,11929,bank,478.549.9121x65585,PAY-004
DISB-001248,AUTH-001314,BEN-0116,Plus,2025-01,2025-02-03,8066,bank,+1-301-764-5104x6368,PAY-001
DISB-000245,AUTH-000255,BEN-0021,Vocational,2025-03,2025-04-02,10118,bank,+1-547-533-8484x2199,PAY-003
DISB-000439,AUTH-000464,BEN-0041,Plus,2025-07,2025-07-29,8016,bank,(282)774-2257,PAY-001
DISB-000746,AUTH-000794,BEN-0070,Scholarship,2025-07,2025-08-09,14768,mobile_money,001-742-810-4478,PAY-003
DISB-001457,AUTH-001534,BEN-0134,Scholarship,2025-09,2025-09-24,14891,mobile_money,001-247-781-8913x71894,PAY-001
DISB-001775,AUTH-001861,BEN-0161,Scholarship,2026-01,2026-02-19,14952,mobile_money,(813)967-4994x6579,PAY-001
DISB-001534,AUTH-001613,BEN-0140,Plus,2025-03,2025-04-07,8157,bank,(542)256-9087x7661,PAY-003
DISB-000231,AUTH-000241,BEN-0020,Plus,2025-02,2025-03-02,7885,bank,638.957.8652x78585,PAY-002
DISB-000481,AUTH-000515,BEN-0046,Tech,2025-10,2025-10-29,11783,mobile_money,001-922-518-9092x75326,PAY-004
DISB-000846,AUTH-000895,BEN-0078,Plus,2026-01,2026-01-12,7956,bank,001-783-333-9452x288,PAY-001
DISB-000077,AUTH-000078,BEN-0006,Vocational,2025-09,2025-10-15,9948,bank,(752)981-6850x5423,PAY-002
DISB-000165,AUTH-000172,BEN-0014,Scholarship,2025-09,2026-03-18,16679,mobile_money,249.854.5089x2038,PAY-003
DISB-000568,AUTH-000606,BEN-0054,Vocational,2026-01,2026-02-18,10140,bank,9132721510,PAY-004
DISB-000578,AUTH-000616,BEN-0055,Tech,2026-01,2026-01-25,12178,bank,576-287-0146x2638,PAY-003
DISB-001611,AUTH-001691,BEN-0147,Vocational,2025-05,2025-06-06,10080,mobile_money,4632356939,PAY-002
DISB-000565,AUTH-000603,BEN-0054,Vocational,2025-10,2025-11-08," KES 9,887 ",mobile_money,9132721510,PAY-003
DISB-001650,AUTH-001730,BEN-0151,Vocational,2026-01,2026-03-29,8061,bank,249.854.5089x2038,PAY-004
DISB-001102,AUTH-001164,BEN-0101,Scholarship,2025-04,2025-04-25,14919,mobile_money,+1-824-655-8771,PAY-002
DISB-001284,AUTH-001352,BEN-0120,Plus,2025-03,2025-04-07,8053,mobile_money,(256)599-9880x8177,PAY-001
DISB-000081,AUTH-000082,BEN-0007,Vocational,2026-03,2026-03-27,9906,bank,+1-937-994-7383x47359,PAY-003
DISB-001364,AUTH-001439,BEN-0127,Vocational,2026-06,2026-06-21,9897,bank,923.207.6810x40915,PAY-001
DISB-002114,AUTH-002219,BEN-0195,Scholarship,2025-06,2025-06-27,15002,mobile_money,+1-270-902-6876x811,PAY-001
DISB-000409,AUTH-000430,BEN-0039,Vocational,2026-05,2026-06-01,9876,bank,801-905-1238x2825,PAY-004
DISB-000646,AUTH-000691,BEN-0061,Scholarship,2025-06,2025-07-09,15069,mobile_money,001-502-211-5869,PAY-003
DISB-001785,AUTH-001872,BEN-0163,Scholarship,2025-11,2025-11-30,11646,mobile_money,(447)796-9545x0090,PAY-001
DISB-000052,AUTH-000053,BEN-0005,Scholarship,2026-04,2026-04-29,14950,bank,820.737.7889x25546,PAY-004
DISB-000570,AUTH-000608,BEN-0054,Vocational,2026-03,2026-04-04,10087,bank,9132721510,PAY-003
DISB-001244,AUTH-001310,BEN-0116,Plus,2025-11,,7897,mobile_money,+1-301-764-5104x6368,PAY-002
DISB-000066,AUTH-000067,BEN-0006,Vocational,2025-11,2025-11-20,9833,bank,(752)981-6850x5423,PAY-002
DISB-002161,AUTH-002269,BEN-0200,Vocational,2026-01,2026-01-19,10055,mobile_money,623.420.0249x685,PAY-004
DISB-001344,AUTH-001417,BEN-0125,Vocational,2025-01,2026-04-07,8933,bank,249.854.5089x2038,PAY-001
DISB-001938,AUTH-002033,BEN-0177,Scholarship,2025-12,2025-12-24,14836,bank,(701)277-7490,PAY-004
DISB-000567,AUTH-000605,BEN-0054,Vocational,2025-12,2025-12-18," KES 10,026 ",bank,9132721510,PAY-003
DISB-002144,AUTH-002252,BEN-0198,Vocational,2025-04,2025-05-02,9803,bank,+1-710-276-0954x3173,PAY-002
DISB-000290,AUTH-000302,BEN-0026,Tech,2025-01,2025-01-31,12052,bank,+1-982-851-2868x23004,PAY-004
DISB-001467,AUTH-001544,BEN-0134,Scholarship,2026-03,2026-03-25,14774,mobile_money,001-247-781-8913x71894,PAY-003
DISB-001355,AUTH-001428,BEN-0126,Vocational,2025-01,2026-04-11,8816,bank,249.854.5089x2038,PAY-004
DISB-000159,AUTH-000165,BEN-0014,Scholarship,2025-05,2026-03-28,13605,mobile_money,249.854.5089x2038,PAY-002
DISB-000169,AUTH-000176,BEN-0014,Scholarship,2025-04,2026-03-19,14777,mobile_money,249.854.5089x2038,PAY-002
DISB-001923,AUTH-002018,BEN-0176,Scholarship,2026-03,2026-03-16,15213,bank,(487)477-1215x134,PAY-003
DISB-000818,AUTH-000867,BEN-0076,Vocational,2025-04,2025-05-09,10087,mobile_money,758.799.7571x130,PAY-003
DISB-000410,AUTH-000431,BEN-0039,Vocational,2025-11,2025-11-10,10076,mobile_money,801-905-1238x2825,PAY-002
DISB-001789,AUTH-001876,BEN-0164,Scholarship,2025-05,2025-05-29,15220,mobile_money,941-852-0850,PAY-001
DISB-001171,AUTH-001235,BEN-0108,Vocational,2025-10,2025-10-19,9268,mobile_money,(385)457-4982,PAY-002
DISB-000476,AUTH-000510,BEN-0046,Tech,2025-05,2025-06-01,11847,bank,001-922-518-9092x75326,PAY-004
DISB-001461,AUTH-001538,BEN-0134,Scholarship,2025-05,2025-06-01,14868,bank,001-247-781-8913x71894,PAY-002
DISB-002061,AUTH-002165,BEN-0189,Tech,2025-12,2025-12-29,11897,bank,372.888.1377x0285,PAY-002
DISB-000827,AUTH-000876,BEN-0076,Vocational,2025-06,2025-06-14,10084,bank,758.799.7571x130,PAY-003
DISB-001856,AUTH-001951,BEN-0170,Plus,2025-06,2025-06-19,7980,mobile_money,760.864.4134x327,PAY-002
DISB-001898,AUTH-001993,BEN-0174,Plus,2026-02,2026-03-07,6002,bank,+1-736-269-4118x00537,PAY-001
DISB-000348,AUTH-000366,BEN-0032,Vocational,2025-02,2025-02-13,10112,bank,001-234-410-1666x870,PAY-004
DISB-000874,AUTH-000925,BEN-0081,Plus,2025-12,2025-12-26,8071,mobile_money,(381)782-6886,PAY-004
DISB-000344,AUTH-000362,BEN-0032,Vocational,2026-04,2026-04-26,10119,bank,001-234-410-1666x870,PAY-001
DISB-000789,AUTH-000837,BEN-0074,Scholarship,2025-04,2025-04-28,14838,bank,+1-202-577-1670x145,PAY-002
DISB-000919,AUTH-000976,BEN-0085,Scholarship,2026-06,2026-07-01,14896,mobile_money,(939)343-1290,PAY-004
DISB-000893,AUTH-000945,BEN-0082,Vocational,2025-07,2026-04-06,10738,mobile_money,249.854.5089x2038,PAY-002
DISB-001496,AUTH-001575,BEN-0137,Vocational,2025-06,2025-06-17,9844,mobile_money,728-860-4765x801,PAY-001
DISB-001470,AUTH-001547,BEN-0135,Vocational,2026-04,2026-05-10,9916,mobile_money,+1-249-640-7929x049,PAY-002
DISB-000639,AUTH-000684,BEN-0060,Plus,2025-04,2025-04-20,8104,mobile_money,001-687-920-5061,PAY-001
DISB-000402,AUTH-000423,BEN-0038,Plus,2025-07,03/08/2025,7873,bank,501-943-8889,PAY-002
DISB-000066,AUTH-000067,BEN-0006,Vocational,2025-11,," KES 9,833 ",bank,(752)981-6850x5423,PAY-002
DISB-000796,AUTH-000844,BEN-0074,Scholarship,2026-04,2026-04-22,15170,bank,+1-202-577-1670x145,PAY-001
DISB-000840,AUTH-000889,BEN-0077,Scholarship,2025-03,2025-03-17,15081,mobile_money,498.427.0808x697,PAY-003
DISB-000100,AUTH-000101,BEN-0008,Plus,2025-05,2025-06-05,8154,mobile_money,826.313.7506x06853,PAY-003
DISB-001603,AUTH-001683,BEN-0147,Vocational,2025-04,2025-04-19,9941,bank,4632356939,PAY-004
DISB-001378,AUTH-001453,BEN-0128,Tech,2025-11,10/12/2025,12058,bank,585.485.4249,PAY-001
DISB-001663,AUTH-001745,BEN-0152,Vocational,2026-05,2026-05-25,10043,bank,722-422-3105x9274,PAY-004
DISB-001070,AUTH-001132,BEN-0098,Vocational,2025-06,2025-07-14,10081,mobile_money,+1-908-756-2718,PAY-004
DISB-001250,AUTH-001316,BEN-0116,Plus,2026-05,,8013,bank,+1-301-764-5104x6368,PAY-004
DISB-001312,AUTH-001384,BEN-0122,Vocational,2025-12,2026-01-15,10006,mobile_money,209.940.7778,PAY-003
DISB-000978,AUTH-001037,BEN-0091,Tech,2025-05,2025-05-29,11795,mobile_money,001-329-584-2579,PAY-004
DISB-000366,AUTH-000385,BEN-0034,Tech,2025-08,2025-08-25,11804,mobile_money,342-262-6551,PAY-001
DISB-000346,AUTH-000364,BEN-0032,Vocational,2025-03,27/03/2025,9832,mobile_money,001-234-410-1666x870,PAY-002
DISB-000072,AUTH-000073,BEN-0006,Vocational,2025-06,2025-06-27,10187,bank,(752)981-6850x5423,PAY-001
DISB-000320,AUTH-000335,BEN-0029,Vocational,2025-01,2025-02-03,10031,mobile_money,603-831-7393x6385,PAY-003
DISB-000038,AUTH-000039,BEN-0004,Plus,2025-03,2025-04-06,8089,bank,001-205-781-4770,PAY-002
DISB-001468,AUTH-001545,BEN-0135,Vocational,2025-03,2025-04-02,9938,mobile_money,+1-249-640-7929x049,PAY-002
DISB-000390,AUTH-000411,BEN-0037,Plus,2025-12,2026-01-19,8046,bank,842.866.1797,PAY-001
DISB-001414,AUTH-001490,BEN-0131,Tech,2025-08,2025-08-16,12179,mobile_money,296-457-0132,PAY-004
DISB-001403,AUTH-001478,BEN-0129,Tech,2025-08,17/08/2025,11874,mobile_money,817.447.7332x945,PAY-004
DISB-000472,AUTH-000506,BEN-0046,Tech,2026-05,2026-06-13,11924,mobile_money,001-922-518-9092x75326,PAY-001
DISB-000334,AUTH-000352,BEN-0030,Scholarship,2026-03,2026-03-18,14995,mobile_money,(504)789-9642,PAY-001
DISB-001456,AUTH-001533,BEN-0134,Scholarship,2026-06,2026-07-08,14737,bank,001-247-781-8913x71894,PAY-003
DISB-001016,AUTH-001078,BEN-0094,Plus,2026-04,2026-04-11,8020,bank,+1-702-360-1279x61143,PAY-004
DISB-000088,AUTH-000089,BEN-0007,Vocational,2025-02,2025-02-25,10020,bank,+1-937-994-7383x47359,PAY-001
DISB-000550,AUTH-000588,BEN-0052,Vocational,2025-05,2025-06-08,10078,mobile_money,356-455-7431x329,PAY-002
DISB-000582,AUTH-000620,BEN-0056,Plus,2025-11,2025-11-27,8141,mobile_money,7397652239,PAY-003
DISB-001282,AUTH-001350,BEN-0119,Scholarship,2025-11,2025-12-10," KES 14,703 ",mobile_money,(417)428-9752x677,PAY-003
DISB-001641,AUTH-001721,BEN-0150,Vocational,2025-04,2025-04-28,9979,mobile_money,988.317.8847x9513,PAY-001
DISB-001799,AUTH-001886,BEN-0164,Scholarship,2025-02,2025-03-18,14817,mobile_money,941-852-0850,PAY-001
DISB-001990,AUTH-002091,BEN-0183,Scholarship,2025-08,2026-03-04,18726,mobile_money,249.854.5089x2038,PAY-004
DISB-000067,AUTH-000068,BEN-0006,Vocational,2025-10,2025-11-16,9882,mobile_money,(752)981-6850x5423,PAY-003
DISB-000409,AUTH-000430,BEN-0039,Vocational,2026-05,01/06/2026," KES 9,876 ",bank,801-905-1238x2825,PAY-004
DISB-001744,AUTH-001828,BEN-0159,Plus,2025-11,2025-11-23,8115,mobile_money,293.389.1190x83342,PAY-002
DISB-002121,AUTH-002227,BEN-0196,Vocational,2026-03,2026-04-05,10121,bank,+1-543-837-5047x930,PAY-001
DISB-000475,AUTH-000509,BEN-0046,Tech,2026-03,2026-04-01,11927,bank,001-922-518-9092x75326,PAY-003
DISB-000973,AUTH-001032,BEN-0090,Vocational,2025-01,2025-01-11,9966,mobile_money,477.439.2603x0299,PAY-001
DISB-001423,AUTH-001499,BEN-0131,Tech,2025-02,2025-02-27," KES 11,958 ",mobile_money,296-457-0132,PAY-004
DISB-001500,AUTH-001579,BEN-0137,Vocational,2025-03,,10028,mobile_money,728-860-4765x801,PAY-001
DISB-000781,AUTH-000829,BEN-0073,Scholarship,2026-02,2026-03-15,15149,mobile_money,3027255794,PAY-004
DISB-001694,AUTH-001776,BEN-0154,Plus,2026-05,2026-05-12,8006,bank,(854)878-1376x742,PAY-003
DISB-001357,AUTH-001430,BEN-0126,Vocational,2026-05,2026-03-24,9848,bank,249.854.5089x2038,PAY-003
DISB-001697,AUTH-001779,BEN-0155,Vocational,2025-04,2025-05-16,10084,mobile_money,001-647-687-3002,PAY-001
DISB-001458,AUTH-001535,BEN-0134,Scholarship,2026-04,2026-04-18,14793,bank,001-247-781-8913x71894,PAY-001
DISB-000538,AUTH-000576,BEN-0051,Vocational,2026-01,2026-01-26,10193,bank,001-332-506-0385x05064,PAY-003
DISB-001581,AUTH-001661,BEN-0144,Scholarship,2025-05,2025-05-10,15217,mobile_money,556-908-3318x1958,PAY-001
DISB-000901,AUTH-000954,BEN-0083,Plus,2026-02,2026-02-27,6433,bank,(607)350-1102,PAY-002
DISB-001007,AUTH-001069,BEN-0093,Tech,2025-03,2026-03-07,11897,mobile_money,249.854.5089x2038,PAY-001
DISB-000513,AUTH-000551,BEN-0050,Scholarship,2026-05,2026-05-27,15171,bank,265.441.9518,PAY-002
DISB-001512,AUTH-001591,BEN-0138,Scholarship,2025-09,2025-09-25,15256,bank,553.344.3009x109,PAY-003
DISB-000918,AUTH-000975,BEN-0085,Scholarship,2025-12,2025-12-09,15040,mobile_money,(939)343-1290,PAY-001
DISB-000356,AUTH-000374,BEN-0033,Plus,2025-08,2025-09-05,8014,mobile_money,842-493-9685,PAY-001
DISB-002051,AUTH-002155,BEN-0189,Tech,2026-03,2026-04-06,11896,mobile_money,372.888.1377x0285,PAY-002
DISB-000312,AUTH-000326,BEN-0028,Vocational,2025-05,2025-05-08,9940,bank,(428)873-3427x0866,PAY-002
DISB-002156,AUTH-002264,BEN-0199,Tech,2025-11,2025-11-11,11799,mobile_money,+1-908-804-6619x63990,PAY-001
DISB-000204,AUTH-000212,BEN-0018,Tech,2025-06,2025-06-08,11957,mobile_money,478.549.9121x65585,PAY-003
DISB-000064,AUTH-000065,BEN-0006,Vocational,2025-04,2025-05-01,9826,bank,(752)981-6850x5423,PAY-001
DISB-000627,AUTH-000672,BEN-0060,Plus,2025-01,2025-01-23,8081,mobile_money,001-687-920-5061,PAY-004
DISB-001779,AUTH-001865,BEN-0162,Scholarship,2025-02,2025-02-28,14839,mobile_money,+1-287-273-4778x48588,PAY-001
DISB-000642,AUTH-000687,BEN-0061,Scholarship,2025-03,2025-03-30,15085,bank,001-502-211-5869,PAY-002
DISB-001590,AUTH-001670,BEN-0146,Scholarship,2025-05,2025-05-23,14815,mobile_money,(652)473-5435x2090,PAY-003
DISB-001318,AUTH-001390,BEN-0122,Vocational,2025-09,2025-09-15,10049,bank,209.940.7778,PAY-003
DISB-000547,AUTH-000585,BEN-0052,Vocational,2026-04,2026-05-04,9961,bank,356-455-7431x329,PAY-003
DISB-001368,AUTH-001443,BEN-0127,Vocational,2025-05,2025-05-25,10163,mobile_money,923.207.6810x40915,PAY-002
DISB-001914,AUTH-002009,BEN-0175,Vocational,2025-06,2025-06-21,9832,bank,(774)856-4494,PAY-004
DISB-001536,AUTH-001615,BEN-0140,Plus,2025-10,2025-11-16,7927,mobile_money,(542)256-9087x7661,PAY-004
DISB-001055,AUTH-001117,BEN-0097,Scholarship,2025-08,2025-08-24,15222,bank,723-473-3343x333,PAY-003
DISB-001426,AUTH-001502,BEN-0131,Tech,2026-02,2026-02-28,12233,bank,296-457-0132,PAY-001
DISB-002063,AUTH-002167,BEN-0189,Tech,2025-04,2025-04-12,9918,bank,372.888.1377x0285,PAY-002
DISB-000102,AUTH-000103,BEN-0008,Plus,2025-02,2025-02-26,7865,mobile_money,826.313.7506x06853,PAY-003
DISB-001407,AUTH-001482,BEN-0130,Vocational,2026-06,2026-06-16,9815,bank,+1-476-996-3938,PAY-004
DISB-001918,AUTH-002013,BEN-0176,Scholarship,2026-01,2026-01-28,14889,mobile_money,(487)477-1215x134,PAY-003
DISB-002165,AUTH-002273,BEN-0200,Vocational,2026-04,2026-04-23,10193,mobile_money,623.420.0249x685,PAY-003
DISB-000269,AUTH-000281,BEN-0025,Plus,2025-03,,8138,mobile_money,971.239.7187x07286,PAY-002
DISB-001843,AUTH-001938,BEN-0169,Vocational,2025-12,2025-12-17,11658,mobile_money,+1-451-758-6734,PAY-001
DISB-000091,AUTH-000092,BEN-0007,Vocational,2025-08,2025-08-25,10066,mobile_money,+1-937-994-7383x47359,PAY-001
DISB-000974,AUTH-001033,BEN-0091,Tech,2025-07,2025-08-15,11778,bank,001-329-584-2579,PAY-003
DISB-000737,AUTH-000785,BEN-0070,Scholarship,2025-09,2025-09-11,15027,bank,001-742-810-4478,PAY-002
DISB-001707,AUTH-001789,BEN-0155,Vocational,2025-10,2025-10-19,10064,mobile_money,001-647-687-3002,PAY-003
DISB-001049,AUTH-001111,BEN-0097,Scholarship,2025-06,2025-07-06,15258,mobile_money,723-473-3343x333,PAY-003
DISB-000584,AUTH-000622,BEN-0056,Plus,2025-07,2025-08-09,8045,mobile_money,7397652239,PAY-004
DISB-001313,AUTH-001385,BEN-0122,Vocational,2026-05,2026-06-03,9871,mobile_money,209.940.7778,PAY-003
DISB-000325,AUTH-000342,BEN-0030,Scholarship,2025-09,2025-09-27,15122,mobile_money,(504)789-9642,PAY-002
DISB-000535,AUTH-000573,BEN-0051,Vocational,2025-10,2025-11-09,9983,mobile_money,001-332-506-0385x05064,PAY-003
DISB-000548,AUTH-000586,BEN-0052,Vocational,2026-05,08/06/2026,8468,bank,356-455-7431x329,PAY-001
DISB-001300,AUTH-001372,BEN-0121,Plus,2025-01,2026-04-02,7856,mobile_money,249.854.5089x2038,PAY-002
DISB-001716,AUTH-001798,BEN-0156,Scholarship,2026-04,2026-05-12,15172,mobile_money,372-552-0456x50448,PAY-004
DISB-001520,AUTH-001599,BEN-0139,Vocational,2025-11,2025-11-24,9878,bank,001-654-421-4066x504,PAY-003
DISB-001437,AUTH-001514,BEN-0132,Scholarship,2025-04,2025-04-14,15289,mobile_money,8365965666,PAY-002
DISB-001780,AUTH-001866,BEN-0162,Scholarship,2025-04,2025-05-07,15243,bank,+1-287-273-4778x48588,PAY-001
