disbursement_id,authorization_id,beneficiary_id,pillar_id,period,date,amount_paid,channel,disbursing_account,processed_by
DISB-002012,AUTH-002109,BEN-0190,Plus,2025-12,2025-12-26,5853,mobile_money,001-449-975-6792,PAY-003
DISB-001176,AUTH-001242,BEN-0109,Tech,2025-06,2025-07-09,12110,bank,(394)256-5118,PAY-001
DISB-001477,AUTH-001551,BEN-0137,Vocational,2025-08,2025-08-18,9926,mobile_money,728-860-4765x801,PAY-003
DISB-000214,AUTH-000223,BEN-0020,Plus,2026-04,2026-05-02,8035,bank,638.957.8652x78585,PAY-003
DISB-000273,AUTH-000293,BEN-0025,Plus,2026-02,2026-03-19,7867,bank,971.239.7187x07286,PAY-001
DISB-001351,AUTH-001422,BEN-0125,Vocational,2025-02,2026-04-14,8777,mobile_money,249.854.5089x2038,PAY-001
DISB-000542,AUTH-000573,BEN-0049,Scholarship,2025-07,2025-07-23,14853,bank,001-710-256-4814x9177,PAY-004
DISB-000233,AUTH-000245,BEN-0021,Vocational,2025-11,2025-11-23,10095,bank,+1-547-533-8484x2199,PAY-001
DISB-000048,AUTH-000048,BEN-0004,Plus,2025-09,2025-09-20,7981,bank,001-205-781-4770,PAY-004
DISB-000326,AUTH-000348,BEN-0030,Scholarship,2026-01,2026-01-15," KES 15,083 ",bank,(504)789-9642,PAY-003
DISB-000212,AUTH-000221,BEN-0019,Plus,2025-08,,7711,bank,(551)269-4097x499,PAY-004
DISB-000356,AUTH-000379,BEN-0032,Vocational,2025-03,2025-03-25,9853,mobile_money,001-234-410-1666x870,PAY-002
DISB-000079,AUTH-000079,BEN-0007,Vocational,2026-01,2026-02-01," KES 9,940 ",bank,+1-937-994-7383x47359,PAY-002
DISB-001482,AUTH-001556,BEN-0137,Vocational,2025-05,2025-05-24,10142,bank,728-860-4765x801,PAY-001
DISB-000265,AUTH-000285,BEN-0024,Plus,2025-06,2026-04-13,6930,bank,249.854.5089x2038,PAY-003
DISB-001174,AUTH-001239,BEN-0109,Tech,2025-03,2025-04-03," KES 12,085 ",bank,(394)256-5118,PAY-003
DISB-001155,AUTH-001217,BEN-0107,Plus,2025-11,2025-11-27,9055,bank,792.451.3271x9500,PAY-004
DISB-002062,AUTH-002159,BEN-0193,Tech,2025-07,2025-07-26," KES 11,998 ",bank,4636048913,PAY-002
DISB-000266,AUTH-000286,BEN-0025,Plus,2025-12,2025-12-19,8088,bank,971.239.7187x07286,PAY-002
DISB-001844,AUTH-001933,BEN-0174,Plus,2026-03,2026-03-27,8060,bank,+1-736-269-4118x00537,PAY-001
DISB-001882,AUTH-001973,BEN-0177,Scholarship,2025-06,2025-06-23,15057,mobile_money,(701)277-7490,PAY-003
DISB-000109,AUTH-000109,BEN-0009,Plus,2025-07,2025-08-03,7881,bank,203-569-7117,PAY-003
DISB-002104,AUTH-002201,BEN-0196,Vocational,2025-08,2025-08-24,10186,bank,+1-543-837-5047x930,PAY-004
DISB-001703,AUTH-001781,BEN-0158,Scholarship,2025-05,2026-03-27," KES 11,628 ",bank,249.854.5089x2038,PAY-001
DISB-001865,AUTH-001954,BEN-0175,Vocational,2026-03,2026-04-07,9929,mobile_money,(774)856-4494,PAY-004
DISB-000583,AUTH-000616,BEN-0053,Plus,2026-05,2026-05-26,8023,bank,4673883171,PAY-004
DISB-000991,AUTH-001047,BEN-0092,Scholarship,2026-04,2026-05-03,11364,mobile_money,+1-368-865-0863x7659,PAY-003
DISB-000998,AUTH-001057,BEN-0093,Tech,2025-07,2026-03-28,12168,mobile_money,249.854.5089x2038,PAY-003
DISB-000307,AUTH-000329,BEN-0029,Vocational,2025-08,16/08/2025,10018,mobile_money,603-831-7393x6385,PAY-003
DISB-001331,AUTH-001402,BEN-0123,Tech,2026-02,2026-03-07,11939,bank,(622)749-9982x79501,PAY-003
DISB-001652,AUTH-001729,BEN-0154,Plus,2026-01,2026-02-03,8140,bank,(854)878-1376x742,PAY-001
DISB-001762,AUTH-001841,BEN-0165,Tech,2025-06,2025-07-02,11917,mobile_money,583-344-0496,PAY-001
DISB-001746,AUTH-001825,BEN-0163,Scholarship,2025-10,2025-10-25,15054,bank,(447)796-9545x0090,PAY-004
DISB-001466,AUTH-001540,BEN-0136,Vocational,2025-10,2025-10-25,8873,bank,(880)851-2927,PAY-003
DISB-000419,AUTH-000445,BEN-0038,Plus,2025-05,2025-06-01," KES 7,950 ",bank,501-943-8889,PAY-001
DISB-000833,AUTH-000873,BEN-0077,Scholarship,2025-05,2025-05-14,14850,mobile_money,498.427.0808x697,PAY-004
DISB-001440,AUTH-001514,BEN-0133,Scholarship,2026-01,05/02/2026,15036,bank,(867)996-9278,PAY-004
DISB-001114,AUTH-001176,BEN-0103,Plus,2026-06,2026-06-25,7944,mobile_money,672-928-2005x5778,PAY-002
DISB-000621,AUTH-000654,BEN-0057,Tech,2025-01,2025-01-22,11776,bank,325-700-2921x85156,PAY-004
DISB-001050,AUTH-001109,BEN-0098,Vocational,2025-04,2025-04-27,9928,mobile_money,+1-908-756-2718,PAY-002
DISB-001061,AUTH-001120,BEN-0099,Scholarship,2025-12,2025-12-31,14892,bank,872-592-9314x386,PAY-002
DISB-001967,AUTH-002064,BEN-0186,Vocational,2025-09,2025-09-14,10123,bank,+1-884-966-8455x04892,PAY-003
DISB-001966,AUTH-002063,BEN-0186,Vocational,2026-02,2026-03-10,10125,bank,+1-884-966-8455x04892,PAY-004
DISB-000903,AUTH-000954,BEN-0084,Scholarship,2025-06,21/06/2025,15182,bank,891-647-6607x2832,PAY-001
DISB-001022,AUTH-001081,BEN-0095,Tech,2025-10,19/10/2025,12076,bank,692.805.3021,PAY-004
DISB-001562,AUTH-001638,BEN-0146,Scholarship,2025-04,2025-04-23,15187,mobile_money,(652)473-5435x2090,PAY-001
DISB-000460,AUTH-000489,BEN-0041,Plus,2026-03,2026-03-15,8119,bank,(282)774-2257,PAY-004
DISB-001941,AUTH-002035,BEN-0183,Scholarship,2025-10,2026-03-01,14788,mobile_money,249.854.5089x2038,PAY-002
DISB-000747,AUTH-000787,BEN-0070,Scholarship,2025-03,,15015,bank,001-742-810-4478,PAY-002
DISB-000892,AUTH-000939,BEN-0082,Vocational,2025-06,2026-03-20,10190,mobile_money,249.854.5089x2038,PAY-002
DISB-001198,AUTH-001264,BEN-0111,Scholarship,2025-07,2025-07-21,14907,mobile_money,555.885.5665x939,PAY-001
DISB-001731,AUTH-001810,BEN-0162,Scholarship,2025-02,2025-02-18,12480,mobile_money,+1-287-273-4778x48588,PAY-003
DISB-000257,AUTH-000274,BEN-0024,Plus,2025-03,2026-03-01,7849,bank,249.854.5089x2038,PAY-003
DISB-001277,AUTH-001347,BEN-0118,Scholarship,2026-04,2026-04-08,15014,bank,001-483-724-8262,PAY-004
DISB-000983,AUTH-001039,BEN-0091,Tech,2026-04,2026-05-06,12167,mobile_money,001-329-584-2579,PAY-003
DISB-001653,AUTH-001730,BEN-0154,Plus,2025-07,2025-08-01,7845,mobile_money,(854)878-1376x742,PAY-001
DISB-000328,AUTH-000350,BEN-0030,Scholarship,2025-10,2025-10-31,14867,mobile_money,(504)789-9642,PAY-001
DISB-001276,AUTH-001346,BEN-0118,Scholarship,2026-02,2026-02-22,13906,bank,001-483-724-8262,PAY-003
DISB-001706,AUTH-001784,BEN-0159,Plus,2025-07,2025-08-15,8017,bank,293.389.1190x83342,PAY-004
DISB-000900,AUTH-000950,BEN-0083,Plus,2025-05,2025-05-26,6744,bank,(607)350-1102,PAY-004
DISB-001021,AUTH-001080,BEN-0095,Tech,2025-07,2025-07-30,11879,bank,692.805.3021,PAY-001
DISB-000888,AUTH-000935,BEN-0082,Vocational,2025-01,2026-03-10,9896,mobile_money,249.854.5089x2038,PAY-002
DISB-001264,AUTH-001333,BEN-0117,Vocational,2026-02,2026-02-18,9936,mobile_money,584.404.6084,PAY-002
DISB-000428,AUTH-000454,BEN-0039,Vocational,2026-01,2026-01-27,9917,mobile_money,801-905-1238x2825,PAY-002
DISB-001615,AUTH-001691,BEN-0150,Vocational,2025-03,2025-03-25," KES 10,134 ",bank,988.317.8847x9513,PAY-003
DISB-000258,AUTH-000277,BEN-0024,Plus,2026-02,2026-03-14,7965,mobile_money,249.854.5089x2038,PAY-003
DISB-001138,AUTH-001200,BEN-0105,Scholarship,2025-01,2025-01-16,14828,mobile_money,217-497-4973x5020,PAY-001
DISB-001467,AUTH-001541,BEN-0136,Vocational,2026-06,2026-07-09,7964,bank,(880)851-2927,PAY-003
DISB-000429,AUTH-000455,BEN-0039,Vocational,2025-10,2025-10-31,9917,mobile_money,801-905-1238x2825,PAY-003
DISB-000095,AUTH-000095,BEN-0008,Plus,2026-03,,8015,bank,826.313.7506x06853,PAY-002
DISB-000899,AUTH-000949,BEN-0083,Plus,2026-01,2026-01-28,8016,bank,(607)350-1102,PAY-001
DISB-001013,AUTH-001072,BEN-0095,Tech,2026-05,2026-05-24,11865,bank,692.805.3021,PAY-003
DISB-001752,AUTH-001831,BEN-0164,Scholarship,2025-10,2025-10-16,14926,mobile_money,941-852-0850,PAY-003
DISB-000094,AUTH-000094,BEN-0008,Plus,2025-06,2025-07-01,8015,mobile_money,826.313.7506x06853,PAY-003
DISB-000165,AUTH-000173,BEN-0015,Vocational,2026-01,2026-02-18,9877,bank,414-438-4249x8182,PAY-002
DISB-001043,AUTH-001102,BEN-0097,Scholarship,2026-03,2026-04-03,15261,mobile_money,723-473-3343x333,PAY-004
DISB-002009,AUTH-002106,BEN-0189,Tech,2025-12,2025-12-29,12121,bank,372.888.1377x0285,PAY-004
DISB-001576,AUTH-001652,BEN-0147,Vocational,2025-06,2025-07-17,10131,mobile_money,4632356939,PAY-001
DISB-001563,AUTH-001639,BEN-0146,Scholarship,2025-12,29/12/2025,14935,mobile_money,(652)473-5435x2090,PAY-002
DISB-001203,AUTH-001269,BEN-0112,Scholarship,2026-04,2026-04-25,14739,mobile_money,2489889921,PAY-001
DISB-000767,AUTH-000807,BEN-0071,Plus,2025-03,2025-04-05,8095,bank,+1-609-901-0016x761,PAY-003
DISB-001758,AUTH-001837,BEN-0165,Tech,2025-11,2025-11-21,10347,bank,583-344-0496,PAY-003
DISB-000450,AUTH-000479,BEN-0041,Plus,2025-11,2025-12-08,8108,bank,(282)774-2257,PAY-002
DISB-001381,AUTH-001455,BEN-0128,Tech,2026-01,2026-01-19,12010,bank,585.485.4249,PAY-004
DISB-001598,AUTH-001674,BEN-0149,Vocational,2025-03,2025-03-15," KES 9,825 ",mobile_money,001-408-350-1657x9055,PAY-001
DISB-000287,AUTH-000308,BEN-0026,Tech,2025-01,2025-01-12,10280,bank,+1-982-851-2868x23004,PAY-004
DISB-000103,AUTH-000103,BEN-0009,Plus,2025-10,2025-10-20,7852,mobile_money,203-569-7117,PAY-003
DISB-000770,AUTH-000810,BEN-0071,Plus,2025-01,29/01/2025,7844,mobile_money,+1-609-901-0016x761,PAY-004
DISB-001817,AUTH-001906,BEN-0171,Plus,2026-04,2026-04-18,8116,bank,(406)534-5911,PAY-004
DISB-001413,AUTH-001487,BEN-0131,Tech,2025-03,2025-04-04,11787,bank,296-457-0132,PAY-003
DISB-001737,AUTH-001816,BEN-0162,Scholarship,2025-12,2025-12-29,15191,bank,+1-287-273-4778x48588,PAY-003
DISB-000314,AUTH-000336,BEN-0029,Vocational,2025-04,2025-04-25,10113,bank,603-831-7393x6385,PAY-003
DISB-000592,AUTH-000625,BEN-0054,Vocational,2025-08,2025-09-07,10025,bank,9132721510,PAY-001
DISB-001125,AUTH-001187,BEN-0104,Plus,2025-02,2025-02-26,8113,mobile_money,780.577.4064x9308,PAY-004
DISB-000180,AUTH-000188,BEN-0017,Scholarship,2025-03,2025-04-05,15200,bank,774.270.1687x339,PAY-001
DISB-002086,AUTH-002183,BEN-0195,Scholarship,2026-05,2026-05-26,14851,mobile_money,+1-270-902-6876x811,PAY-004
DISB-001649,AUTH-001726,BEN-0154,Plus,2025-04,2025-05-03,8114,bank,(854)878-1376x742,PAY-002
DISB-001391,AUTH-001465,BEN-0129,Tech,2025-07,2025-07-16,11836,mobile_money,817.447.7332x945,PAY-001
DISB-001624,AUTH-001701,BEN-0151,Vocational,2025-05,2026-03-29,7854,bank,249.854.5089x2038,PAY-002
DISB-001113,AUTH-001175,BEN-0103,Plus,2026-05,2026-05-17,8140,mobile_money,672-928-2005x5778,PAY-001
DISB-000982,AUTH-001038,BEN-0091,Tech,2025-06,2025-06-27,11946,mobile_money,001-329-584-2579,PAY-002
DISB-001410,AUTH-001484,BEN-0131,Tech,2025-01,,11926,mobile_money,296-457-0132,PAY-001
DISB-000498,AUTH-000528,BEN-0044,Scholarship,2026-01,2026-01-14,15238,mobile_money,+1-716-384-5775x9017,PAY-004
DISB-000211,AUTH-000220,BEN-0019,Plus,2026-02,2026-03-06,5651,bank,(551)269-4097x499,PAY-002
DISB-001439,AUTH-001513,BEN-0133,Scholarship,2026-05,2026-06-08,14875,mobile_money,(867)996-9278,PAY-002
DISB-001893,AUTH-001984,BEN-0178,Plus,2025-05,2025-06-06,7847,mobile_money,521-947-6492x5158,PAY-001
DISB-000267,AUTH-000287,BEN-0025,Plus,2025-07,2025-07-27,8095,bank,971.239.7187x07286,PAY-001
DISB-001940,AUTH-002034,BEN-0182,Plus,2026-04,2026-04-10,8019,mobile_money,+1-284-207-6789x973,PAY-004
DISB-001452,AUTH-001526,BEN-0135,Vocational,2026-05,2026-06-02," KES 10,196 ",bank,+1-249-640-7929x049,PAY-002
DISB-001332,AUTH-001403,BEN-0123,Tech,2026-03,2026-03-25,11977,bank,(622)749-9982x79501,PAY-003
DISB-001274,AUTH-001343,BEN-0117,Vocational,2025-04,2025-05-05,10035,mobile_money,584.404.6084,PAY-001
DISB-001408,AUTH-001482,BEN-0131,Tech,2026-02,2026-02-16,11834,bank,296-457-0132,PAY-003
DISB-001946,AUTH-002041,BEN-0183,Scholarship,2026-05,2026-03-22,15030,bank,249.854.5089x2038,PAY-002
DISB-000779,AUTH-000819,BEN-0072,Vocational,2026-03,2026-03-10,8753,bank,235.364.2087x37530,PAY-003
DISB-001414,AUTH-001488,BEN-0131,Tech,2025-06,2025-06-14," KES 11,975 ",mobile_money,296-457-0132,PAY-001
DISB-001403,AUTH-001477,BEN-0130,Vocational,2026-05,2026-06-08,10111,bank,+1-476-996-3938,PAY-004
DISB-000202,AUTH-000211,BEN-0018,Tech,2025-08,2025-09-06,12108,bank,478.549.9121x65585,PAY-001
DISB-000161,AUTH-000169,BEN-0015,Vocational,2025-12,2026-01-06," KES 7,459 ",mobile_money,414-438-4249x8182,PAY-002
DISB-001087,AUTH-001147,BEN-0101,Scholarship,2026-01,2026-01-20,14744,mobile_money,+1-824-655-8771,PAY-001
DISB-001824,AUTH-001913,BEN-0172,Plus,2025-10,2025-10-25,8059,mobile_money,529-254-3165x266,PAY-004
DISB-001011,AUTH-001070,BEN-0094,Plus,2025-03,2025-04-04,7892,mobile_money,+1-702-360-1279x61143,PAY-003
DISB-001976,AUTH-002073,BEN-0186,Vocational,2025-06,2025-07-09,10114,mobile_money,+1-884-966-8455x04892,PAY-001
DISB-002052,AUTH-002149,BEN-0192,Plus,2026-01,2026-01-27,7915,bank,222-241-2462x0952,PAY-002
DISB-002108,AUTH-002205,BEN-0196,Vocational,2026-06,2026-07-14,9846,mobile_money,+1-543-837-5047x930,PAY-002
DISB-000055,AUTH-000055,BEN-0005,Scholarship,2025-02,2025-02-18,15179,mobile_money,820.737.7889x25546,PAY-004
DISB-000951,AUTH-001006,BEN-0088,Scholarship,2026-01,2026-01-31,15171,bank,(929)592-7503,PAY-003
DISB-001502,AUTH-001576,BEN-0140,Plus,2025-12,2026-01-15,7869,mobile_money,(542)256-9087x7661,PAY-002
DISB-001622,AUTH-001698,BEN-0151,Vocational,2026-03,2026-03-13,10048,bank,249.854.5089x2038,PAY-001
DISB-000142,AUTH-000146,BEN-0012,Plus,2025-04,2025-05-06,7901,bank,001-220-429-7021x3556,PAY-001
DISB-000464,AUTH-000493,BEN-0042,Vocational,2026-03,2026-03-22,9886,mobile_money,591-848-5807,PAY-001
DISB-000901,AUTH-000952,BEN-0083,Plus,2026-05,2026-06-09,7868,mobile_money,(607)350-1102,PAY-001
DISB-001309,AUTH-001380,BEN-0122,Vocational,2026-01,02/02/2026,9989,mobile_money,209.940.7778,PAY-001
DISB-000510,AUTH-000541,BEN-0046,Tech,2026-05,2026-05-20,11958,mobile_money,001-922-518-9092x75326,PAY-001
DISB-001287,AUTH-001358,BEN-0119,Scholarship,2025-04,2025-04-30,14709,mobile_money,(417)428-9752x677,PAY-004
DISB-000236,AUTH-000250,BEN-0022,Scholarship,2026-06,2026-06-18,15063,bank,+1-293-280-2620x6724,PAY-004
DISB-002129,AUTH-002226,BEN-0198,Vocational,2025-08,2025-08-24,9018,mobile_money,+1-710-276-0954x3173,PAY-003
DISB-000123,AUTH-000125,BEN-0011,Plus,2025-02,2025-02-18,7855,mobile_money,615-366-7652x775,PAY-002
DISB-002137,AUTH-002234,BEN-0199,Tech,2026-02,2026-02-24,11999,bank,+1-908-804-6619x63990,PAY-001
DISB-001723,AUTH-001802,BEN-0161,Scholarship,2025-05,2025-05-22,14748,mobile_money,(813)967-4994x6579,PAY-004
DISB-000299,AUTH-000320,BEN-0027,Plus,2025-02,2025-02-26,7853,bank,6675383028,PAY-001
DISB-001883,AUTH-001974,BEN-0177,Scholarship,2025-07,2025-08-07,14978,bank,(701)277-7490,PAY-001
DISB-001797,AUTH-001883,BEN-0169,Vocational,2025-03,2025-04-01,9861,mobile_money,+1-451-758-6734,PAY-002
DISB-000405,AUTH-000431,BEN-0037,Plus,2025-07,2025-07-21,8019,bank,842.866.1797,PAY-004
DISB-001019,AUTH-001078,BEN-0095,Tech,2025-12,2025-12-11,11894,mobile_money,692.805.3021,PAY-002
DISB-002094,AUTH-002191,BEN-0195,Scholarship,2025-08,2025-09-06,15147,bank,+1-270-902-6876x811,PAY-001
DISB-001591,AUTH-001667,BEN-0149,Vocational,2025-10,2025-10-26,10163,bank,001-408-350-1657x9055,PAY-003
DISB-000914,AUTH-000966,BEN-0084,Scholarship,2025-03,2025-04-07,14889,mobile_money,891-647-6607x2832,PAY-002
DISB-002150,AUTH-002248,BEN-0200,Vocational,2025-07,2025-07-27,9896,bank,623.420.0249x685,PAY-001
DISB-000906,AUTH-000957,BEN-0084,Scholarship,2025-10,2025-10-19,14072,bank,891-647-6607x2832,PAY-003
DISB-001947,AUTH-002042,BEN-0183,Scholarship,2025-09,2026-03-17,12396,mobile_money,249.854.5089x2038,PAY-003
DISB-000889,AUTH-000936,BEN-0082,Vocational,2025-11,2026-03-13,9129,mobile_money,249.854.5089x2038,PAY-003
DISB-000576,AUTH-000609,BEN-0053,Plus,2026-02,2026-02-28,8062,bank,4673883171,PAY-001
DISB-001255,AUTH-001324,BEN-0116,Plus,2025-01,2025-01-22,7993,bank,+1-301-764-5104x6368,PAY-001
DISB-000946,AUTH-001001,BEN-0087,Plus,2025-09,2026-03-19,6327,bank,249.854.5089x2038,PAY-003
DISB-001166,AUTH-001229,BEN-0108,Vocational,2025-10,2025-10-27,10080,bank,(385)457-4982,PAY-004
DISB-001588,AUTH-001664,BEN-0149,Vocational,2025-12,2026-01-16,9864,bank,001-408-350-1657x9055,PAY-002
DISB-001418,AUTH-001492,BEN-0132,Scholarship,2026-03,2026-04-16,15200,bank,8365965666,PAY-002
DISB-001242,AUTH-001311,BEN-0115,Plus,2026-04,2026-05-20," KES 8,158 ",bank,001-911-203-9240x5147,PAY-002
DISB-001604,AUTH-001680,BEN-0150,Vocational,2025-12,2025-12-27,10027,bank,988.317.8847x9513,PAY-004
DISB-000613,AUTH-000646,BEN-0056,Plus,2025-10,2025-10-23,7949,mobile_money,7397652239,PAY-003
DISB-000937,AUTH-000991,BEN-0086,Plus,2025-05,2025-05-24,7845,mobile_money,(756)920-5336x452,PAY-004
DISB-000465,AUTH-000494,BEN-0042,Vocational,2025-03,2025-03-15,10159,mobile_money,591-848-5807,PAY-002
DISB-001409,AUTH-001483,BEN-0131,Tech,2025-02,2025-03-17," KES 11,890 ",bank,296-457-0132,PAY-004
DISB-002056,AUTH-002153,BEN-0192,Plus,2026-03,,8101,bank,222-241-2462x0952,PAY-003
DISB-001012,AUTH-001071,BEN-0095,Tech,2025-04,2025-04-24,11947,bank,692.805.3021,PAY-001
DISB-000441,AUTH-000467,BEN-0040,Scholarship,2025-02,2026-03-26,14708,bank,249.854.5089x2038,PAY-002
DISB-000999,AUTH-001058,BEN-0093,Tech,2025-12,2026-03-19,12124,bank,249.854.5089x2038,PAY-002
DISB-001190,AUTH-001256,BEN-0111,Scholarship,2026-03,2026-04-02,13789,mobile_money,555.885.5665x939,PAY-003
DISB-001249,AUTH-001318,BEN-0116,Plus,2025-02,2025-03-08,7918,bank,+1-301-764-5104x6368,PAY-002
DISB-000068,AUTH-000068,BEN-0007,Vocational,2025-01,2025-02-09,9876,bank,+1-937-994-7383x47359,PAY-003
DISB-001394,AUTH-001468,BEN-0130,Vocational,2025-11,2025-11-17,9998,bank,+1-476-996-3938,PAY-003
DISB-001990,AUTH-002087,BEN-0187,Tech,2026-04,2026-05-11,12162,mobile_money,688-548-5200,PAY-003
DISB-001241,AUTH-001310,BEN-0115,Plus,2025-05,,7861,bank,001-911-203-9240x5147,PAY-002
DISB-000830,AUTH-000870,BEN-0076,Vocational,2025-08,2025-08-15,9884,bank,758.799.7571x130,PAY-001
DISB-001098,AUTH-001159,BEN-0102,Plus,2025-10,2026-03-09,7959,mobile_money,249.854.5089x2038,PAY-001
DISB-001498,AUTH-001572,BEN-0140,Plus,2025-02,2025-02-18,7983,bank,(542)256-9087x7661,PAY-002
DISB-000685,AUTH-000722,BEN-0064,Tech,2025-10,2025-11-07," KES 12,085 ",mobile_money,001-278-450-8214x8628,PAY-001
DISB-000429,AUTH-000455,BEN-0039,Vocational,2025-10,2025-10-31,9917,mobile_money,801-905-1238x2825,PAY-003
DISB-000697,AUTH-000736,BEN-0065,Plus,2026-02,2026-03-07,8022,bank,540-560-2933,PAY-001
DISB-002084,AUTH-002181,BEN-0194,Plus,2026-01,03/02/2026,8009,mobile_money,349.646.5398x4028,PAY-003
DISB-000119,AUTH-000121,BEN-0011,Plus,2026-02,2026-02-17,8047,mobile_money,615-366-7652x775,PAY-004
DISB-000213,AUTH-000222,BEN-0019,Plus,2026-01,,8074,mobile_money,(551)269-4097x499,PAY-003
DISB-001257,AUTH-001326,BEN-0117,Vocational,2025-02,2025-02-19,10073,bank,584.404.6084,PAY-004
DISB-001167,AUTH-001230,BEN-0108,Vocational,2025-12,2025-12-25,7684,bank,(385)457-4982,PAY-001
DISB-001914,AUTH-002005,BEN-0180,Scholarship,2025-06,2025-06-27,15286,mobile_money,294.252.3219x416,PAY-004
DISB-001596,AUTH-001672,BEN-0149,Vocational,2026-04,2026-04-30,9930,mobile_money,001-408-350-1657x9055,PAY-004
DISB-001159,AUTH-001221,BEN-0107,Plus,2025-10,2025-10-16,7952,bank,792.451.3271x9500,PAY-001
DISB-000960,AUTH-001015,BEN-0089,Vocational,2025-02,2025-03-06,9982,bank,(566)859-1846,PAY-001
DISB-000655,AUTH-000689,BEN-0061,Scholarship,2026-03,2026-03-25,15135,bank,001-502-211-5869,PAY-004
DISB-001897,AUTH-001988,BEN-0179,Tech,2026-05,2026-05-27,11802,bank,322-843-8649x0810,PAY-001
DISB-001010,AUTH-001069,BEN-0094,Plus,2026-03,2026-03-22," KES 5,834 ",bank,+1-702-360-1279x61143,PAY-003
DISB-000518,AUTH-000549,BEN-0046,Tech,2026-02,2026-02-26,11900,bank,001-922-518-9092x75326,PAY-001
DISB-000396,AUTH-000422,BEN-0036,Plus,2025-08,2025-08-17,8123,bank,(592)745-9375x26547,PAY-002
DISB-002081,AUTH-002178,BEN-0194,Plus,2025-07,2025-07-20,7884,mobile_money,349.646.5398x4028,PAY-001
DISB-001869,AUTH-001958,BEN-0175,Vocational,2025-01,2025-01-12,10000,mobile_money,(774)856-4494,PAY-004
DISB-000732,AUTH-000771,BEN-0069,Tech,2025-05,2025-06-08,11826,mobile_money,352.450.0743x2927,PAY-004
DISB-002120,AUTH-002217,BEN-0197,Plus,2025-11,2025-11-25,5993,mobile_money,+1-894-887-0605,PAY-001
DISB-000229,AUTH-000240,BEN-0021,Vocational,2025-06,2025-07-11,10103,bank,+1-547-533-8484x2199,PAY-002
DISB-001008,AUTH-001067,BEN-0094,Plus,2026-06,2026-06-23,8058,bank,+1-702-360-1279x61143,PAY-001
DISB-000330,AUTH-000352,BEN-0030,Scholarship,2026-03,2026-03-25,12885,bank,(504)789-9642,PAY-001
DISB-000669,AUTH-000705,BEN-0062,Tech,2026-02,2026-03-30,11871,bank,249.854.5089x2038,PAY-004
DISB-000986,AUTH-001042,BEN-0091,Tech,2025-11,2025-11-13,11958,bank,001-329-584-2579,PAY-003
DISB-000886,AUTH-000931,BEN-0081,Plus,2026-03,2026-03-27,7933,mobile_money,(381)782-6886,PAY-004
DISB-000899,AUTH-000949,BEN-0083,Plus,2026-01,2026-01-28,8016,bank,(607)350-1102,PAY-001
DISB-002092,AUTH-002189,BEN-0195,Scholarship,2026-01,2026-01-28,14897,bank,+1-270-902-6876x811,PAY-004
DISB-001632,AUTH-001709,BEN-0152,Vocational,2026-02,2026-03-02,10063,mobile_money,722-422-3105x9274,PAY-002
DISB-000183,AUTH-000191,BEN-0017,Scholarship,2026-02,2026-02-24,14927,bank,774.270.1687x339,PAY-002
DISB-001889,AUTH-001980,BEN-0178,Plus,2026-04,2026-04-19,7904,mobile_money,521-947-6492x5158,PAY-002
DISB-001745,AUTH-001824,BEN-0163,Scholarship,2025-08,2025-08-29,14831,mobile_money,(447)796-9545x0090,PAY-003
DISB-001825,AUTH-001914,BEN-0172,Plus,2025-02,2025-03-13,8110,mobile_money,529-254-3165x266,PAY-003
DISB-002118,AUTH-002215,BEN-0197,Plus,2026-05,2026-05-26,8076,mobile_money,+1-894-887-0605,PAY-003
DISB-000675,AUTH-000711,BEN-0063,Tech,2026-04,2026-05-03,12785,mobile_money,202.946.2996x0653,PAY-002
DISB-000011,AUTH-000011,BEN-0002,Scholarship,2026-05,2026-06-01,15239,bank,988.351.6060,PAY-002
DISB-001977,AUTH-002074,BEN-0186,Vocational,2025-07,2025-08-15,9916,bank,+1-884-966-8455x04892,PAY-001
DISB-001441,AUTH-001515,BEN-0134,Scholarship,2026-05,2026-06-13,15041,bank,001-247-781-8913x71894,PAY-003
DISB-000478,AUTH-000507,BEN-0043,Scholarship,2025-08,2025-09-15,17108,mobile_money,709.658.4982,PAY-003
DISB-000029,AUTH-000029,BEN-0003,Tech,2025-08,2025-08-24,11955,bank,581-388-3552,PAY-002
DISB-002066,AUTH-002163,BEN-0193,Tech,2025-12,2025-12-26,12125,mobile_money,4636048913,PAY-004
DISB-000016,AUTH-000016,BEN-0002,Scholarship,2025-09,2025-09-22,15133,bank,988.351.6060,PAY-002
DISB-002091,AUTH-002188,BEN-0195,Scholarship,2025-12,2025-12-25,15219,bank,+1-270-902-6876x811,PAY-003
DISB-002083,AUTH-002180,BEN-0194,Plus,2025-09,2025-10-07,8060,mobile_money,349.646.5398x4028,PAY-002
DISB-000472,AUTH-000501,BEN-0042,Vocational,2025-04,2025-05-01,9804,bank,591-848-5807,PAY-003
DISB-001065,AUTH-001124,BEN-0099,Scholarship,2025-07,2025-07-20," KES 15,192 ",mobile_money,872-592-9314x386,PAY-001
DISB-000796,AUTH-000836,BEN-0074,Scholarship,2026-05,2026-05-17,15026,mobile_money,+1-202-577-1670x145,PAY-001
DISB-000919,AUTH-000972,BEN-0085,Scholarship,2025-06,2025-06-20,14303,mobile_money,(939)343-1290,PAY-002
